sample_index,class0_sum,class1_sum,class2_sum,class3_sum,class4_sum,class5_sum,class6_sum,class7_sum,class8_sum,class9_sum,predicted_label
4767,-20,-20,-4,-20,-10,-20,-20,-20,-20,-20,2
4768,-20,-20,-20,-20,-20,-12,-20,9,-20,-17,7
4769,-20,-20,-19,8,-13,-20,-20,-20,-20,-20,3
4770,-18,-19,-19,-15,-17,20,-12,-20,-20,-20,5
4771,-20,-20,-20,-20,-20,-18,-20,20,-20,-20,7
4772,-20,-20,-20,17,-20,-20,-20,-20,-20,-20,3
4773,-20,-20,-20,-20,-20,-12,-19,5,-20,-20,7
4774,-20,-20,-20,-17,-11,-20,-16,-19,20,-20,8
4775,-20,-20,-20,-20,-8,-20,6,-20,-20,-20,6
4776,-16,-20,-9,-16,-6,-11,6,-16,-20,-20,6
4777,-20,-20,-5,-20,-9,-20,-8,-17,-18,-15,2
4778,-20,-20,6,-20,1,-20,-18,-20,-20,-20,2
4779,-12,-20,-15,20,-20,-20,-20,-20,-20,-20,3
4780,-20,20,-20,-20,-20,-20,-20,-20,-20,-20,1
4781,20,-20,-20,-20,-20,-20,-19,-20,-20,-20,0
4782,-20,-20,-20,-20,-20,-2,-18,1,-20,-20,7
4783,-20,-20,-20,-20,-20,2,-18,-11,-20,-12,5
4784,-20,-20,-15,-20,-20,-20,-11,-20,-20,-20,6
4785,-20,-20,-20,-20,-11,-20,16,-20,-20,-20,6
4786,-20,-20,-15,-20,7,-20,-17,-20,-20,-20,4
4787,-20,20,-20,-20,-20,-20,-20,-20,-20,-20,1
4788,-20,20,-19,-13,-20,-20,-20,-17,-20,-20,1
4789,-20,-20,-7,-20,6,-20,-12,-20,-20,-20,4
4790,-20,-20,-20,-20,-20,-14,-20,9,-20,-20,7
4791,-16,-20,10,-20,-18,-20,-9,-17,-20,-20,2
4792,-20,-14,-20,17,-20,-20,-20,-16,-20,-20,3
4793,-20,-20,-20,-20,-20,20,-17,-20,-20,-20,5
4794,-20,-20,-20,-20,-20,17,-20,-20,-20,-9,5
4795,9,-20,-20,-17,-13,-19,-12,-15,-20,-17,0
4796,-20,-20,-18,-20,0,-20,-17,-20,-20,-20,4
4797,-20,-20,-10,-20,-3,-20,-15,-20,-19,-20,4
4798,-20,-10,-12,-13,3,-19,-17,-19,-20,-20,4
4799,-17,-16,-17,-16,-18,-12,-8,-9,11,-16,8
4800,-20,-20,-20,-20,-20,-20,-20,-5,-20,7,9
4801,-20,-20,-20,-20,-20,-17,-20,-20,-20,20,9
4802,-20,-20,-2,-20,-10,-20,-6,-20,-20,-20,2
4803,16,-20,-20,-20,-20,-20,-11,-20,-20,-19,0
4804,-20,-20,-20,-20,-20,-20,-20,-15,-20,20,9
4805,-12,-14,-10,-14,-2,-9,-20,-10,15,-18,8
4806,-20,2,-20,2,-20,-20,-20,-20,-20,-20,1
4807,-10,-15,-20,-10,-18,1,-14,-5,-13,-19,5
4808,-20,-20,-14,20,-20,-20,-20,-20,-20,-20,3
4809,-20,20,-20,-20,-20,-20,-20,-20,-20,-20,1
4810,-17,-20,-8,-20,-4,-20,-20,-16,-20,-19,4
4811,-20,-20,-20,-20,-20,20,-18,-20,-20,-20,5
4812,17,-20,-20,-19,-20,-20,-17,-20,-20,-20,0
4813,-20,20,-20,-20,-20,-20,-20,-20,-20,-20,1
4814,-2,-9,2,-6,-4,-15,-5,-10,20,-9,8
4815,-20,-16,-20,-16,-20,19,-19,-20,-20,-11,5
4816,-20,-16,-16,-13,-18,-17,-10,-17,20,-20,8
4817,-20,-20,-13,-20,-1,-20,-18,-20,-20,-20,4
4818,7,-20,-20,-2,-20,-20,-20,-20,-20,-20,0
4819,-20,-20,-20,-20,-20,-20,-19,20,-20,-20,7
4820,-20,-20,-20,-20,-20,-18,-18,-18,20,-20,8
4821,-20,-20,-20,-20,-20,-20,-20,-20,-20,20,9
4822,-20,-20,11,-20,-15,-20,-13,-20,-20,-20,2
4823,-20,-20,-11,-20,0,-20,-14,-20,-18,-20,4
4824,-16,-20,-20,-15,-17,-20,-7,-20,-20,-20,6
4825,-20,-20,-19,10,-14,-20,-20,-20,-20,-20,3
4826,-20,-20,-1,-20,-15,-20,-10,-20,-20,-20,2
4827,-20,-20,4,-10,-14,-20,-8,-20,-20,-20,2
4828,-20,-20,-14,-20,2,-20,-17,-20,-20,-20,4
4829,-20,-20,-20,-18,-20,-8,-17,-2,-20,-20,7
4830,-20,-20,-20,-20,-20,-19,-20,-19,-20,20,9
4831,-20,20,-20,-20,-20,-20,-20,-20,-20,-20,1
4832,-20,-20,-20,-20,-20,-16,-20,-17,-20,20,9
4833,-20,-20,-20,-20,-20,-5,-20,4,-20,-20,7
4834,-20,-20,-20,-20,-1,-20,-13,-20,-20,-20,4
4835,-20,-20,-20,-20,-20,6,-20,-15,-18,-13,5
4836,3,-15,12,1,7,-10,20,-4,-3,-10,6
4837,-19,-20,-20,20,-20,-20,-20,-20,-20,-20,3
4838,-20,-20,13,-20,-19,-20,-14,-20,-20,-20,2
4839,-20,-20,-13,-20,1,-20,-17,-20,-20,-20,4
4840,-12,-16,-19,-13,-16,13,-16,-13,-20,-20,5
4841,-20,-20,-8,-20,-18,-20,17,-19,-20,-20,6
4842,-7,-6,-14,-4,-19,-18,-11,-16,-20,-19,3
4843,-20,-20,-20,-20,-20,20,-20,-19,-20,-15,5
4844,-20,-20,-10,-20,-20,-20,-17,-20,20,-20,8
4845,5,-20,-20,-20,-20,-20,-9,-20,-20,-20,0
4846,-20,-20,-20,-20,-5,-20,-7,-20,-20,-20,4
4847,-20,-20,-7,-20,-6,-20,-8,-20,-20,-20,4
4848,-19,-20,-20,-20,-20,-19,-20,-19,-20,20,9
4849,-20,-20,-19,-20,10,-20,-14,-20,-20,-20,4
4850,-20,-20,-20,-20,-20,-20,-20,6,-20,-9,7
4851,-11,-13,-11,-9,-7,-6,-3,-9,13,-20,8
4852,-8,-20,-7,-4,-12,-20,-4,-20,-18,-20,3
4853,20,-20,-20,-20,-20,-20,-18,-20,-20,-20,0
4854,-20,-20,20,-20,-20,-20,-19,-20,-20,-20,2
4855,-20,-20,-20,-20,-20,-20,-18,8,-20,-12,7
4856,-20,-20,-20,-20,-20,-18,-19,20,-20,-20,7
4857,-14,-16,-20,-16,-17,13,-20,-12,-20,-14,5
4858,-16,-20,-20,-20,-20,-20,-20,-14,-20,20,9
4859,-13,-13,-18,-10,-17,3,-17,-2,-20,-10,5
4860,-20,-20,-20,-20,-20,-11,-20,9,-20,-14,7
4861,-16,-15,-20,6,-20,-20,-12,-18,-20,-20,3
4862,-19,-20,-14,-19,-20,-10,-19,-9,20,-20,8
4863,-20,-20,-20,-20,-20,-16,-20,19,-20,-20,7
4864,-20,-20,-20,-20,-20,20,-15,-20,-20,-20,5
4865,-20,-20,-20,-9,-20,-20,-20,-15,-20,20,9
4866,-20,-20,-20,-20,-20,-20,-20,-8,-20,10,9
4867,-15,-20,-19,-16,-13,-20,-16,-16,20,-16,8
4868,-20,-20,20,-20,-18,-20,-17,-20,-20,-20,2
4869,-20,20,-20,-20,-20,-20,-20,-20,-20,-20,1
4870,0,-20,-20,-13,-20,-20,-11,-20,-20,-20,0
4871,-20,-20,-19,-20,-20,-20,-19,-18,20,-20,8
4872,4,-20,-20,-18,-20,-20,-5,-20,-20,-20,0
4873,-20,-20,7,-20,-20,-20,-20,-20,-20,-20,2
4874,-9,-19,-5,-20,-13,-13,2,-15,-17,-20,6
4875,-20,-20,-20,-20,-20,-20,-20,20,-20,-20,7
4876,-20,-20,-20,-20,-20,-20,-20,-20,-20,20,9
4877,-20,-20,-3,-20,-20,-20,-17,-20,-19,-20,2
4878,-20,-18,1,-20,1,-16,-20,-20,-20,-20,2
4879,-20,-20,-20,-20,-20,20,-20,-17,-20,-16,5
4880,-20,-20,2,-20,-5,-20,-18,-20,-20,-20,2
4881,-20,-14,-18,13,-20,-20,-20,-20,-20,-20,3
4882,-20,-20,-1,-20,2,-20,-20,-20,-20,-20,4
4883,-20,20,-20,-20,-20,-20,-20,-20,-20,-20,1
4884,-20,20,-20,-16,-20,-20,-19,-20,-20,-20,1
4885,-20,-20,-20,-20,-20,-18,-20,-8,-20,12,9
4886,4,-20,-15,-4,-20,-15,-4,-16,-20,-20,0
4887,-20,-20,-19,-20,-20,20,-19,-14,-20,-20,5
4888,-20,-20,-20,-20,-20,20,-20,-20,-20,-14,5
4889,-20,-20,-15,-20,7,-20,-20,-20,-20,-20,4
4890,-20,-20,-20,-20,-20,-20,-20,-19,-19,-2,9
4891,-11,-9,-19,-11,-18,-15,-15,-10,20,-15,8
4892,-20,-20,-20,-20,-20,-20,-20,-20,-20,20,9
4893,-5,-20,-20,-17,-20,-20,-14,-20,-20,-20,0
4894,-20,-20,-20,-13,-20,8,-16,-17,-20,-10,5
4895,-20,-20,-8,-20,-5,-20,-14,-20,-12,-20,4
4896,1,-20,-20,-20,-20,-20,-7,-20,-20,-20,0
4897,10,-20,-4,-17,-7,-19,8,-5,-20,-11,0
4898,-20,-20,-20,-20,-20,4,-19,-9,-20,-17,5
4899,-20,-20,-20,-20,-20,-16,-20,6,-20,-19,7
4900,-16,-12,-20,-11,-11,-16,-5,-15,20,-8,8
4901,-20,-20,-13,-8,-1,-20,-16,-20,-20,-20,4
4902,-15,-10,-16,-9,-9,-10,-11,-10,20,-10,8
4903,-17,-20,-16,-12,-17,-9,-17,-12,15,-20,8
4904,-20,-20,-20,-20,-20,-20,-20,5,-20,-12,7
4905,-20,-20,-14,-20,10,-20,-15,-20,-20,-20,4
4906,-20,-20,-20,-20,-20,-11,-20,-18,-20,8,9
4907,-17,-20,-20,7,-20,-20,-20,-20,-20,-20,3
4908,-18,-18,-19,-20,-17,-13,-20,-16,-19,19,9
4909,-20,-20,-19,-20,-16,-20,14,-20,-20,-20,6
4910,-20,-20,-20,-20,-20,-15,-20,-20,-20,20,9
4911,-18,-20,-20,-20,-20,-15,-20,11,-20,-20,7
4912,-15,-20,-20,20,-20,-20,-14,-20,-20,-17,3
4913,-20,-20,-20,-20,-20,-14,-20,-20,-20,11,9
4914,-20,-20,-19,-20,-20,-6,-20,-5,-20,2,9
4915,-20,-20,-16,20,-18,-20,-19,-19,-20,-19,3
4916,-7,-20,-16,-13,-18,-20,-8,-19,-20,-18,0
4917,-6,-20,-20,-16,-14,-20,-5,-20,-20,-20,6
4918,-19,-19,1,-15,-17,-17,-9,-19,-18,-20,2
4919,3,-5,1,-1,2,-9,4,-2,10,-7,8
4920,-20,-20,-20,-20,-20,-20,-20,-4,-20,6,9
4921,-9,-16,-20,-10,-15,-15,-14,-7,-17,20,9
4922,-17,-14,-7,-5,-5,-15,-6,-18,-20,-20,3
4923,16,-20,-20,-20,-20,-20,-15,-20,-20,-20,0
4924,-12,-13,-15,-15,-13,-20,-20,-20,-20,-20,0
4925,-20,-20,-13,-20,0,-20,-19,-20,-20,-20,4
4926,-20,20,-20,-18,-20,-20,-20,-20,-20,-20,1
4927,20,-20,-20,-20,-20,-20,-20,-20,-20,-20,0
4928,-20,-20,-18,20,-20,-20,-20,-20,-20,-20,3
4929,-1,-4,-6,-5,-6,-5,2,-2,16,-13,8
4930,-20,-20,-6,-20,-6,-19,-8,-20,-20,-20,2
4931,-16,-20,-20,-16,-20,-20,-19,-20,20,-20,8
4932,-20,-20,-1,-20,-6,-20,-9,-20,-20,-20,2
4933,-20,-20,-18,-20,0,-20,-18,-20,-20,-20,4
4934,-20,-20,-18,-20,-13,-20,-7,-17,-20,-20,6
4935,-20,-20,-13,20,-20,-20,-17,-20,-20,-20,3
4936,-20,-20,-20,-20,-20,-2,-20,-10,-20,-18,5
4937,-20,-20,-20,-20,-20,-18,-20,-1,-20,-10,7
4938,-20,-20,-20,-20,-20,-20,-20,20,-20,-20,7
4939,1,-7,-16,-2,-1,-10,1,-5,16,-8,8
4940,-20,-20,-20,-20,-20,16,-15,-19,-20,-20,5
4941,-18,-20,-3,-18,-7,-18,-5,-12,-15,-20,2
4942,-12,-20,-20,19,-20,-20,-19,-20,-20,-20,3
4943,-20,-19,0,-20,-10,-20,-17,-20,-20,-20,2
4944,-20,20,-20,-20,-20,-20,-20,-20,-20,-20,1
4945,-16,-20,-10,-20,-13,-15,-6,-15,9,-20,8
4946,-20,-20,-20,13,-18,-20,-20,-20,-20,-20,3
4947,-8,-20,6,-9,-5,-15,-3,-9,1,-12,2
4948,-20,-20,-20,-20,-20,-4,-16,8,-20,-20,7
4949,-20,-19,-19,-20,2,-20,-20,-20,-20,-20,4
4950,-20,-20,5,-20,-16,-20,-10,-20,-20,-20,2
4951,-20,-20,-14,14,-20,-20,-15,-20,-20,-20,3
4952,17,-20,-20,-20,-20,-20,-19,-20,-20,-20,0
4953,-20,-14,-17,-17,-12,-12,-20,-10,20,-20,8
4954,-16,-17,-20,16,-20,-20,-20,-16,-20,-20,3
4955,-14,-15,-15,5,-20,-20,-4,-18,-20,-20,3
4956,-20,-20,2,-20,-3,-20,-19,-20,-20,-20,2
4957,-20,-20,-20,-20,-20,-18,-20,-20,-20,20,9
4958,16,-20,-20,-19,-20,-20,-14,-20,-20,-20,0
4959,-20,-20,-20,-18,-20,-16,-19,-15,-15,20,9
4960,-20,-20,-20,-20,-20,-20,-20,-9,-20,4,9
4961,19,-16,-20,-18,-20,-20,-14,-20,-19,-20,0
4962,-20,20,-20,-20,-20,-20,-20,-20,-20,-20,1
4963,-16,-17,-13,-10,-14,-9,-9,-14,16,-17,8
4964,-20,-14,-19,11,-18,-20,-20,-17,-17,-20,3
4965,14,-6,-1,-2,7,-7,19,-3,-9,-8,6
4966,-17,-4,-16,9,-20,-20,-17,-16,-20,-20,3
4967,-18,-20,-10,-15,-18,-20,-14,-16,20,-18,8
4968,-20,-20,-16,-20,-10,-20,12,-20,-20,-20,6
4969,-12,-20,-13,-13,-20,-11,-16,-13,17,-20,8
4970,-20,-20,-20,-20,-20,20,-15,-20,-20,-20,5
4971,-20,20,-20,-20,-20,-20,-20,-20,-20,-20,1
4972,-20,-20,-20,20,-20,-20,-20,-18,-20,-20,3
4973,-13,-20,-20,-3,-11,-20,-20,-20,-8,-20,3
4974,-20,20,-20,-16,-20,-20,-20,-20,-20,-20,1
4975,-20,-20,-20,-20,-20,-20,-20,-20,-20,20,9
4976,-19,-13,-20,9,-17,-18,-20,-18,-20,-20,3
4977,-20,-10,-20,-14,-18,1,-15,-17,-14,-18,5
4978,20,-20,-20,-20,-20,-20,-20,-20,-20,-20,0
4979,-20,-20,-20,-20,0,-20,3,-19,-20,-20,6
4980,-20,-20,15,-20,-9,-20,-19,-20,-20,-20,2
4981,2,-18,-18,-4,-18,-20,-1,-17,-20,-20,0
4982,-20,20,-20,-20,-20,-20,-20,-20,-20,-20,1
4983,-20,-20,-20,-20,-20,20,-20,-19,-20,-14,5
4984,-20,-20,-20,20,-20,-20,-20,-20,-20,-20,3
4985,-20,-20,1,-20,-14,-20,-9,-20,-20,-20,2
4986,-6,-15,7,1,8,-7,2,-5,20,-4,8
4987,-20,-20,-20,-19,-20,15,-17,-9,-20,-20,5
4988,-20,-20,-20,-20,-20,-12,-20,13,-20,-20,7
4989,-17,-16,-20,-17,-13,-15,-14,-20,20,-14,8
4990,14,-20,-20,-20,-20,-20,-11,-20,-20,-20,0
4991,-17,20,-20,-13,-20,-19,-20,-20,-20,-19,1
4992,2,5,-12,-14,-6,-20,-2,-14,-20,-17,1
4993,14,-11,-20,-19,-18,-15,-4,-11,-8,-15,0
4994,-20,-20,-12,-20,-12,-20,3,-20,-20,-20,6
4995,-20,-20,4,-20,-11,-20,-20,-20,-20,-20,2
4996,-20,-20,-20,-20,-20,9,-19,-7,-20,-20,5
4997,-20,-20,-20,-20,-20,-19,-20,-8,-20,20,9
4998,2,-20,-20,-11,-20,-20,-15,-20,-20,-20,0
4999,-20,-20,-20,-20,-20,-20,-18,20,-20,-20,7
5000,-20,-20,10,-20,-13,-20,-20,-20,-20,-20,2
5001,-20,-20,-19,20,-20,-20,-20,-20,-20,-19,3
5002,-9,-20,-19,-20,-16,-20,-12,-20,1,-20,8
5003,-20,-20,-17,-20,11,-20,-20,-20,-20,-20,4
5004,-20,-20,-20,-20,-9,-20,-7,-20,-20,-20,6
5005,-20,-14,-20,14,-20,-15,-20,-16,-20,-19,3
5006,-20,-20,-20,20,-20,-20,-20,-20,-20,-20,3
5007,-20,-20,-20,-20,-20,-20,-20,-20,-20,20,9
5008,-15,-20,-11,-9,7,-20,-20,-19,-20,-20,4
5009,-19,-19,-20,-13,-20,-20,-19,-7,-20,5,9
5010,20,-20,-20,-20,-20,-20,-20,-20,-20,-20,0
5011,-16,-15,-12,-15,-20,-13,-9,-11,20,-13,8
5012,-17,-17,-3,-11,-4,-17,-8,-20,-20,-19,2
5013,-20,-20,-20,-20,-20,-9,-20,-19,-20,-12,5
5014,-4,-8,-5,-8,-7,-16,-1,-14,-18,-16,6
5015,-19,-20,-5,-14,-10,-16,-18,-20,-20,-20,2
5016,15,-20,-20,-20,-20,-20,-18,-20,-20,-20,0
5017,-20,20,-20,-18,-20,-20,-20,-20,-20,-20,1
5018,-16,-13,-14,4,-9,-20,-20,-14,-20,-20,3
5019,-20,-20,-20,-20,-20,-20,-20,-19,-20,20,9
5020,-20,-20,-9,-20,8,-20,-18,-20,-20,-20,4
5021,-20,-20,14,-20,-20,-20,-17,-19,-20,-20,2
5022,-20,-20,-20,-20,-20,20,-20,-16,-20,-20,5
5023,5,-19,-20,-6,-11,-20,-15,-9,-9,-17,0
5024,-20,-20,-17,-19,-20,4,-20,-3,-20,-11,5
5025,-20,-11,-20,10,-20,-20,-20,-20,-20,-20,3
5026,-20,-20,4,-20,-13,-20,-8,-17,-20,-20,2
5027,-20,-20,-20,-20,-20,16,-20,-20,-20,-15,5
5028,7,-20,-20,-16,-11,-16,-7,-13,-20,-14,0
5029,8,-20,-20,-20,-20,-20,-10,-20,-20,-20,0
5030,-14,-12,-5,-13,1,-11,2,-20,-4,-15,6
5031,20,-20,-20,-20,-20,-19,-19,-20,-20,-20,0
5032,-4,-20,-20,-20,-20,-20,-6,-20,-20,-20,0
5033,-19,-20,-20,-20,-20,-18,-20,-17,-20,20,9
5034,-18,20,-20,-20,-19,-20,-20,-20,-20,-20,1
5035,-15,-20,-20,20,-20,-20,-20,-20,-20,-20,3
5036,-20,-20,-14,15,-9,-20,-20,-20,-20,-20,3
5037,-14,-17,-13,-6,-18,-15,-9,-15,-20,-20,3
5038,-20,-16,-20,-20,-20,20,-20,-20,-20,-20,5
5039,-20,-16,-20,-20,-20,-10,-20,-4,-18,-17,7
5040,-17,-20,-14,-15,-4,-20,-3,-20,-17,-20,6
5041,-5,-9,-20,-10,-20,-17,-4,-12,-20,-17,6
5042,-20,20,-20,-20,-20,-20,-20,-20,-20,-19,1
5043,-20,-20,-17,-20,7,-20,-17,-20,-20,-20,4
5044,-20,-20,-20,-20,-20,-20,-20,-20,-20,19,9
5045,-20,-20,-20,-20,-20,-17,-20,6,-20,-13,7
5046,-20,-20,-5,-20,-3,-20,-11,-20,-20,-20,4
5047,-20,-20,-10,-20,2,-20,-17,-20,-20,-20,4
5048,-20,-20,-20,-20,-20,-15,-20,12,-20,-15,7
5049,-20,-20,-20,-16,-18,20,-16,-17,-20,-15,5
5050,-20,-20,-20,-20,-20,-19,-20,6,-20,-9,7
5051,-20,20,-20,-18,-20,-20,-20,-20,-20,-20,1
5052,-20,-20,-16,-20,1,-20,-20,-20,-11,-19,4
5053,-16,-20,-20,-13,-20,-16,-19,-7,12,-20,8
5054,-20,-20,-20,-20,-20,-15,-20,20,-20,-20,7
5055,-20,-20,-20,-20,-20,-20,-20,-10,-20,20,9
5056,-20,-20,-20,-16,-20,-4,-20,-5,-20,-18,5
5057,-20,-20,-20,-20,-20,-9,-20,9,-20,-20,7
5058,17,-12,-14,-19,-11,-8,-4,-14,-17,-15,0
5059,-19,-20,18,-20,-20,-20,-13,-20,-20,-20,2
5060,-20,-20,-20,-20,-20,-12,-20,-18,-20,20,9
5061,-19,-20,8,-20,-4,-20,-20,-20,-20,-20,2
5062,-20,-20,-20,-20,-20,12,-20,-13,-20,-17,5
5063,7,-20,-20,-20,-20,-20,-8,-20,-20,-20,0
5064,-20,-20,-20,-20,-20,-11,-18,6,-20,-20,7
5065,-6,-10,-11,-11,-8,-14,-8,-10,5,-19,8
5066,-20,-20,-2,-20,-15,-20,-18,-20,-20,-20,2
5067,-20,-16,-20,-20,-17,20,-18,-15,-20,-13,5
5068,-20,-20,7,-20,-11,-20,-14,-20,-20,-20,2
5069,-20,-20,-20,-20,-20,-8,-19,-10,-20,1,9
5070,-20,-20,-20,3,-13,-17,-20,-20,-16,-20,3
5071,-20,-16,-20,16,-20,-20,-20,-17,-20,-20,3
5072,-20,-20,-6,-20,-7,-20,-13,-15,-20,-20,2
5073,-20,-18,-20,-20,-20,17,-17,-12,-20,-7,5
5074,-20,-20,-20,-20,-20,-20,-20,-18,-20,20,9
5075,-20,-20,-1,-20,-10,-20,-13,-20,-20,-20,2
5076,-20,-20,-20,-20,-20,20,-19,-14,-20,-20,5
5077,-20,-20,-20,-20,-20,-15,-20,13,-20,-20,7
5078,-20,-20,-20,-20,-20,-20,-19,20,-20,-20,7
5079,-14,-20,-20,20,-20,-20,-20,-20,-20,-20,3
5080,-7,-15,-12,-14,-8,-18,-7,-10,16,-4,8
5081,-18,-20,-19,2,-16,-19,-20,-20,-20,-20,3
5082,-20,-20,-20,-20,-20,-13,-20,-12,-20,-8,9
5083,-20,-20,-20,-20,-12,-20,4,-20,-20,-20,6
5084,-20,-20,-20,-20,-20,-1,-20,2,-20,-17,7
5085,-20,-20,-20,20,-20,-20,-20,-20,-20,-20,3
5086,4,-9,-13,-10,-2,-14,-7,-9,-7,-10,0
5087,-20,-20,-20,-20,-20,-10,-16,20,-20,-20,7
5088,6,-11,-8,-10,-8,-8,11,-13,-11,-12,6
5089,-20,-20,-20,-20,-20,-18,-20,-20,-20,20,9
5090,-11,-16,-9,-11,-12,4,-19,-6,-19,-6,5
5091,-20,5,-20,-7,-18,-18,-19,-15,-20,-20,1
5092,-20,0,-20,1,-20,-20,-20,-19,-20,-20,3
5093,-7,-18,-9,-11,-8,-17,-2,-12,-8,-17,6
5094,-18,-13,-20,-18,-18,-1,-16,-18,-20,7,9
5095,-20,-9,-20,-2,-20,-20,-20,-14,-7,-20,3
5096,-20,-20,-20,-20,-2,-20,9,-20,-20,-20,6
5097,-20,-20,-3,-20,-7,-15,-6,-20,-20,-20,2
5098,-15,-18,-19,-14,-20,11,-18,-12,-19,-20,5
5099,-11,-20,-20,13,-20,-20,-20,-20,-20,-20,3
5100,-20,-20,-17,-20,1,-19,-14,-20,-16,-20,4
5101,-20,-20,-20,-20,-20,-20,-20,-10,-20,11,9
5102,-20,-20,-20,-20,-20,-18,-20,-19,-20,18,9
5103,-16,20,-18,-18,-18,-20,-20,-16,-20,-20,1
5104,-20,-20,2,-20,-20,-20,-9,-20,-20,-20,2
5105,-20,-20,9,-20,-20,-16,-8,-18,-11,-20,2
5106,-20,-20,16,-20,-19,-20,-19,-20,-20,-20,2
5107,-20,-20,-15,-20,-5,-20,-1,-18,-20,-20,6
5108,-8,-20,-19,7,-16,-20,-12,-20,-20,-20,3
5109,-15,-15,-20,-17,-16,-15,-9,-13,20,-16,8
5110,-20,-20,-20,-20,-20,-18,-20,20,-20,-20,7
5111,-20,-20,-20,-20,-20,-20,-20,-20,-20,20,9
5112,-20,-20,-20,-20,-20,-20,-20,-20,-20,12,9
5113,-20,-20,-20,-4,-8,-20,-20,-20,-20,-20,3
5114,-8,-15,-6,-11,-5,-17,-10,-7,20,-20,8
5115,-20,-20,-16,-20,-20,-20,-15,-17,20,-19,8
5116,-20,-20,-20,-20,-20,-20,-20,-20,-20,20,9
5117,20,-20,-20,-20,-20,-20,-16,-20,-20,-20,0
5118,-20,-20,-20,-20,-20,-13,-20,20,-20,-20,7
5119,4,-20,-20,-15,-18,-20,1,-20,-20,-20,0
5120,-17,-11,-20,-7,3,-19,-11,-14,-20,-20,4
5121,-16,-20,-19,-14,-13,-20,-1,-19,-20,-20,6
5122,-17,-17,-19,-16,-16,-19,-6,-18,20,-20,8
5123,-20,-20,-10,-20,-19,-20,-12,-20,12,-20,8
5124,-20,-20,-11,-19,13,-20,-17,-20,-20,-20,4
5125,-20,-20,-20,-20,-8,-20,-12,-20,-20,-20,4
5126,1,-20,-20,-12,-20,-20,-5,-20,-20,-20,0
5127,-20,20,-20,-20,-20,-20,-20,-20,-20,-20,1
5128,-20,-20,-14,-20,-1,-20,-9,-20,-20,-20,4
5129,6,-20,-20,-16,-16,-20,-20,-20,-20,-20,0
5130,-20,-20,14,-20,-20,-20,-8,-20,-20,-20,2
5131,-18,20,-20,-20,-20,-20,-20,-20,-20,-20,1
5132,-20,-20,-20,-20,-20,11,-20,-19,-20,-13,5
5133,-20,-20,-13,-19,-5,-20,-12,-20,-20,-20,4
5134,-20,-20,-18,-20,-12,-20,15,-20,-20,-20,6
5135,-8,-15,-5,-8,-9,-9,3,-15,-17,-20,6
5136,1,-20,-20,-6,-17,-20,-19,-18,-20,-20,0
5137,-20,-17,-20,9,-20,-20,-20,-20,-20,-20,3
5138,-20,-20,-19,-20,-2,-20,-12,-20,-20,-20,4
5139,-20,-20,-20,-20,-20,19,-20,-17,-20,-20,5
5140,-20,-20,-16,-20,-5,-20,2,-18,-20,-20,6
5141,-17,-20,-20,-5,-20,-13,-20,-11,-1,-20,8
5142,-20,-20,-20,-20,-20,-6,-20,2,-20,-20,7
5143,-20,-20,-14,-20,-13,-20,8,-20,-20,-20,6
5144,-5,-18,-17,-7,-20,-20,-4,-20,-20,-20,6
5145,-20,-14,-20,13,-19,-20,-20,-19,-20,-20,3
5146,-20,20,-20,-20,-20,-20,-20,-20,-20,-20,1
5147,-20,-20,-20,-20,-15,-20,-16,-20,20,-20,8
5148,-12,-20,-13,-19,-5,-20,5,-20,-20,-20,6
5149,-20,-15,-20,-12,-20,-20,-20,-17,20,-20,8
5150,-20,-20,-20,-20,-20,-20,-20,-20,-20,20,9
5151,-20,-20,-20,-20,-20,-20,-20,5,-20,1,7
5152,-20,-20,-20,-20,-20,20,-20,-17,-20,-20,5
5153,-20,-16,-20,-20,-20,20,-20,-20,-20,-20,5
5154,-20,-20,-20,-20,-20,-14,-20,-14,20,-20,8
5155,-18,-20,8,-17,-7,-19,-13,-15,-20,-20,2
5156,-20,-20,-20,-20,-20,8,-20,-15,-20,-12,5
5157,-20,-20,-20,-16,3,-20,-20,-20,-20,-20,4
5158,-20,-20,-20,-20,8,-20,-10,-20,-20,-20,4
5159,-20,-20,-8,-14,1,-20,-20,-19,-20,-20,4
5160,-20,-19,-20,-20,-20,19,-20,-16,-20,-20,5
5161,-20,-20,-13,-20,1,-20,-11,-20,-20,-20,4
5162,-19,-18,-20,-20,-20,-8,-20,-10,-20,20,9
5163,-20,-20,9,-20,-16,-20,-20,-20,-20,-20,2
5164,-20,-20,-20,-20,-20,-20,-20,2,-20,-9,7
5165,-20,20,-20,-19,-20,-20,-20,-20,-20,-20,1
5166,8,-20,-20,-20,-20,-20,-10,-20,-20,-20,0
5167,-20,-20,-7,-20,-14,-19,-7,-19,-20,-20,2
5168,-20,-20,-19,-10,0,-20,-18,-20,-20,-20,4
5169,-4,-20,-20,-12,-20,-20,6,-20,-20,-20,6
5170,-20,-20,-20,-20,-20,-15,-20,-10,-20,20,9
5171,-19,-17,-12,-14,-10,-16,-14,-15,20,-18,8
5172,-4,-20,-20,8,-20,-20,-19,-20,-20,-20,3
5173,-17,-18,-4,-18,4,-20,-19,-15,-20,-20,4
5174,-20,-20,-20,-18,-20,-20,-20,-20,-16,6,9
