sample_index,class0_sum,class1_sum,class2_sum,class3_sum,class4_sum,class5_sum,class6_sum,class7_sum,class8_sum,class9_sum,predicted_label
4577,-17,-15,-20,8,-18,-19,-18,-20,-20,-20,3
4578,-10,-12,-6,-16,-14,-7,-20,-17,20,-20,8
4579,-20,-16,-2,-11,2,-20,-4,-17,-13,-20,4
4580,-20,-20,-20,-20,-20,-20,-20,20,-20,-20,7
4581,-20,9,-20,3,-20,-20,-17,-20,-20,-20,1
4582,-20,-20,-10,-11,5,-20,-5,-20,-20,-20,4
4583,-20,20,-16,-14,-20,-20,-20,-20,-20,-20,1
4584,-18,-14,-14,-19,-18,-12,-19,-13,-16,6,9
4585,-20,-20,-6,-20,-9,-20,-10,-20,-20,-20,2
4586,-15,-20,-15,-20,-20,-20,-14,-20,20,-20,8
4587,-20,-18,-19,15,-19,-20,-19,-20,-15,-20,3
4588,-19,-20,4,-17,-12,-13,-7,-20,-16,-20,2
4589,-20,-20,-6,-20,3,-20,-7,-20,-20,-20,4
4590,-14,-17,-20,-20,-13,-20,-19,-18,7,-20,8
4591,-20,20,-20,-19,-20,-20,-20,-20,-20,-20,1
4592,-20,20,-20,-20,-20,-20,-20,-20,-20,-20,1
4593,-17,-15,-11,-20,-13,20,-12,-18,-15,-20,5
4594,-20,-20,-20,-20,-20,-15,-20,-20,20,-20,8
4595,-14,-20,4,-10,-10,-18,-1,-13,-18,-20,2
4596,-20,20,-20,-17,-20,-20,-20,-20,-20,-20,1
4597,-17,-16,3,-12,-9,-19,0,-16,-15,-20,2
4598,-18,-20,6,-20,-18,-18,-6,-20,-20,-20,2
4599,-20,-20,-20,-14,-20,-10,-16,-18,-20,15,9
4600,5,-20,-16,-20,-12,-20,-6,-20,-20,-20,0
4601,-19,-20,-6,-10,-17,-20,-6,-9,-17,10,9
4602,-20,-16,-14,-12,-16,20,-3,-6,-5,-7,5
4603,-5,-14,-14,14,-15,-15,-5,-13,-20,-20,3
4604,-16,-20,-18,-20,-20,20,-14,-20,-20,-20,5
4605,-5,-20,0,-17,-20,-19,-5,-20,-20,-20,2
4606,-9,-20,-16,-8,-10,-19,0,-20,-17,-20,6
4607,-14,-19,-13,-19,-14,18,-14,-13,-13,-20,5
4608,-20,-20,-11,-19,-18,-20,-8,-20,-20,-20,6
4609,-20,-19,-15,-11,-16,-11,-18,-5,11,-20,8
4610,-19,-13,-20,4,-20,-20,-20,-20,-20,-20,3
4611,-20,-20,-20,-20,-20,-12,-20,-20,20,-20,8
4612,13,-20,-7,-20,-14,-20,-17,-20,-17,-20,0
4613,-18,-18,-17,-20,-11,-20,-6,-20,-20,-20,6
4614,-16,-17,-14,-14,-20,-16,-11,-20,-19,20,9
4615,-20,-11,-11,-9,-11,-5,-16,-15,-16,13,9
4616,-20,20,-20,-12,-20,-20,-20,-20,-20,-20,1
4617,-16,-17,-20,-20,-11,20,-14,-20,-14,-20,5
4618,-15,-20,-20,10,-20,-20,-20,-20,-20,-20,3
4619,-15,-20,20,-9,-9,-14,-7,-18,-14,-20,2
4620,-10,-17,-2,-7,-1,-13,-3,-20,-12,-17,4
4621,-20,-13,-20,-14,-20,19,-15,-8,-11,-20,5
4622,-20,-9,-20,6,-20,-20,-18,-20,-20,-20,3
4623,-3,-20,-16,-14,-15,-15,-2,-20,-20,-20,6
4624,-4,-9,-14,-11,-20,-18,-2,-19,-20,-20,6
4625,4,-20,-20,-20,-15,-20,-4,-20,-20,-20,0
4626,-15,-13,-12,-18,-14,-20,-16,11,-20,-3,7
4627,-20,-20,3,-17,-2,-20,6,-20,-11,-20,6
4628,3,-20,-17,-20,-20,-20,-10,-20,-20,-20,0
4629,-20,-20,3,-5,-2,-20,-13,-19,-20,-20,2
4630,-10,20,-20,-19,-17,-19,-20,-20,-18,-20,1
4631,-20,-20,-20,-20,-20,-20,-20,-14,-20,20,9
4632,-11,-16,-17,-14,-17,9,-16,-20,-18,-11,5
4633,-17,20,-19,-13,-20,-20,-20,-19,-17,-18,1
4634,-18,-20,-20,-20,-20,-14,-17,20,-20,-20,7
4635,-20,-18,-20,-20,-16,20,-20,-17,-16,-20,5
4636,-20,-17,-19,-20,-20,20,-17,-16,-20,-20,5
4637,-20,-20,-20,-20,-16,14,-20,-8,-20,-20,5
4638,-20,-20,-20,-17,-20,-4,-13,-20,-17,4,9
4639,-20,-20,-16,-8,-18,-20,-4,-20,-9,-20,6
4640,-16,-4,-9,-6,-14,-12,-10,-14,20,-20,8
4641,-20,-20,-16,-20,1,-20,-7,-20,-20,-20,4
4642,-16,-20,-3,-20,-14,-20,-6,-20,1,-20,8
4643,-4,-20,-9,-7,-17,-15,-8,-16,-19,-20,0
4644,-20,-20,-5,-20,-3,-20,-12,-20,-18,-20,4
4645,-14,-20,-20,-18,-2,-20,1,-20,-20,-20,6
4646,-20,-17,-3,-13,-2,-20,-15,-20,-20,-20,4
4647,-20,20,-20,-20,-20,-20,-20,-20,-20,-20,1
4648,-18,20,-20,-17,-20,-20,-20,-20,-20,-20,1
4649,-18,-16,8,-12,-14,-17,-12,-17,-20,-20,2
4650,-20,-20,-9,-20,-1,-20,-6,-20,-20,-20,4
4651,-6,-7,-5,-4,-16,-10,-11,-12,20,-20,8
4652,-20,-20,-3,-18,5,-20,-4,-20,-20,-20,4
4653,-20,-18,-18,-14,-15,-18,-18,-12,-15,9,9
4654,20,-13,-12,-8,-16,-8,-5,-14,-17,-20,0
4655,-20,-17,-20,-20,-20,12,-20,-16,-20,-12,5
4656,-12,-11,-7,-15,-3,-14,-4,-17,10,-20,8
4657,-19,5,-15,-12,-20,-20,-20,-18,-20,-20,1
4658,-20,-5,-20,-5,-19,-20,-20,-20,-20,-20,1
4659,-12,-18,-8,-20,-14,-20,-19,-20,-2,-20,8
4660,-20,-20,-20,5,-20,-20,-20,-20,-20,-20,3
4661,-20,-20,19,-14,-10,-20,-14,-20,-20,-20,2
4662,-6,-13,-17,9,-6,-8,-14,-20,-8,-20,3
4663,-20,-20,-20,-20,-19,-20,-20,-20,20,-20,8
4664,-18,-19,-9,-4,11,-19,-9,-16,-20,-19,4
4665,0,-20,-18,-20,-20,-20,-10,-20,-13,-20,0
4666,-20,-19,-13,-20,-16,-20,-15,-20,-20,20,9
4667,-6,-8,-3,13,-13,-7,-9,-16,-12,-20,3
4668,-19,-18,-5,-12,-8,-14,-10,-17,-10,-20,2
4669,-18,-18,-18,-19,-20,-20,-20,-18,-20,20,9
4670,-20,-20,-20,-20,-20,-1,-20,11,-20,-20,7
4671,-16,-14,13,-13,-5,-20,-5,-15,-14,-20,2
4672,-9,-18,-2,-13,-9,-20,0,-20,-20,-20,6
4673,-17,-20,12,-18,-8,-15,-12,-19,-20,-20,2
4674,-20,-20,6,-13,-12,-20,-11,-20,-20,-20,2
4675,-5,-5,-2,-5,-14,-9,-6,-14,8,-20,8
4676,-20,-15,-20,-20,-18,-20,-18,-20,-20,20,9
4677,-9,-15,-10,-5,-9,-15,-3,-16,-8,-20,6
4678,-9,4,-12,-15,-14,-20,-18,-20,-19,-20,1
4679,-20,-20,-5,-20,7,-20,-20,-20,-20,-20,4
4680,-17,-16,-20,-17,-19,-4,-17,9,-16,-19,7
4681,-20,-18,-20,-20,-12,-15,-18,-11,-20,3,9
4682,-15,-20,-20,-14,-20,-20,-19,-20,-20,20,9
4683,-20,-20,-15,-20,-20,-20,-20,5,-20,-11,7
4684,-18,2,-17,-6,-20,-17,-19,-15,-20,-20,1
4685,-20,-20,-13,-18,1,-20,-3,-18,-20,-20,4
4686,-20,-20,-17,-20,-18,-20,-20,-1,-14,2,9
4687,-11,-20,8,-15,-6,-20,-4,-15,-8,-20,2
4688,-20,-20,-20,-20,-20,-12,-20,20,-20,-20,7
4689,-18,-20,-20,16,-17,-20,-18,-19,-20,-20,3
4690,-9,-9,-20,-17,-17,-20,-20,-20,-20,-20,0
4691,-20,-20,10,-17,-17,-20,-10,-19,-20,-20,2
4692,-14,-20,-20,-18,-13,-20,1,-20,-20,-20,6
4693,-16,-16,-12,-20,-20,-20,-14,5,-16,2,7
4694,-20,-20,-9,-15,-18,-20,-15,-20,-20,-20,2
4695,-20,-12,-20,13,-20,-20,-20,-20,-20,-20,3
4696,-18,-18,-17,3,-20,-19,-20,-20,-16,-20,3
4697,-15,20,-13,-10,-20,-20,-20,-20,-16,-20,1
4698,-11,-14,-5,-20,-16,-18,-7,-1,-15,4,9
4699,-20,-14,-19,-16,-16,17,-11,-12,-16,-12,5
4700,-16,-17,-10,-15,-12,-20,-13,-20,20,-20,8
4701,-14,-20,14,-18,-13,-20,-11,-20,-17,-20,2
4702,-11,-9,-7,10,-11,-17,-13,-10,-12,-20,3
4703,-17,-16,-15,-15,-17,8,-12,-2,-20,-17,5
4704,-7,-8,-18,-7,-10,-20,-14,-20,-18,-20,0
4705,4,-20,-9,-15,-17,-13,-8,-14,-13,-18,0
4706,-13,-17,-4,-12,2,-19,2,-19,-14,-16,4
4707,-7,-16,-19,-11,-14,19,-14,-19,-13,-17,5
4708,-17,-20,-15,-20,-19,-20,-11,-20,6,-20,8
4709,-14,-19,-7,1,-8,-20,-16,-17,-14,-20,3
4710,-10,-13,-16,-12,-13,20,-8,-15,-16,-8,5
4711,3,-18,-5,-7,-10,-17,-4,-19,-16,-20,0
4712,-20,-20,-20,-13,-20,4,-20,0,-19,-19,5
4713,-20,-17,-20,-19,-20,-19,-20,20,-20,-20,7
4714,-15,-14,-8,-18,-5,-11,0,-18,-9,-19,6
4715,8,-16,-15,-16,-17,-20,-7,-19,-20,-20,0
4716,-18,-20,-17,-20,-19,-20,-20,-16,-20,11,9
4717,-20,-20,-18,-20,-20,12,-18,4,-20,-20,5
4718,-17,-18,-20,-6,-20,-6,-12,-15,-12,-20,3
4719,-13,-17,5,-20,8,-20,-3,-20,-20,-20,4
4720,-20,-20,-8,-20,-8,-20,-4,-20,-20,-20,6
4721,-16,-13,-9,-13,-12,13,-19,-5,-15,-7,5
4722,-20,-19,-12,20,-20,-20,-17,-18,-19,-20,3
4723,-10,-20,-14,-17,-20,-20,-4,-20,-17,-20,6
4724,-9,-19,-11,-16,-13,-14,-11,-20,-20,-20,0
4725,-20,20,-20,-18,-20,-20,-20,-20,-20,-20,1
4726,-16,-20,-19,-8,7,-20,-11,-20,-20,-20,4
4727,4,-20,-20,-20,-20,-20,-11,-20,-20,-20,0
4728,-20,-20,-20,-20,-20,20,-20,-18,-20,-20,5
4729,-20,-20,-17,-15,2,-20,-12,-20,-20,-20,4
4730,-18,-13,-19,-19,-20,-15,-8,-18,20,-20,8
4731,-17,-20,-20,-14,-20,6,-15,-9,-18,-10,5
4732,-20,-20,-20,-20,-20,-20,-20,20,-20,-15,7
4733,-6,-7,1,-1,-7,-13,0,-10,-8,-20,2
4734,-4,-14,-7,-17,-11,-20,-5,-20,-6,-20,0
4735,-17,-16,-20,-20,-20,-18,-20,-20,20,-20,8
4736,-12,7,-15,-3,-19,-15,-20,-20,-19,-20,1
4737,-18,-14,-16,-13,-20,20,-17,-15,-17,-20,5
4738,-20,-20,-13,-20,12,-20,-8,-20,-20,-20,4
4739,-20,-20,-6,-20,0,-14,-1,-20,-20,-20,4
4740,-20,-20,-20,-20,-20,-13,-19,-16,-18,18,9
4741,-19,-20,-14,-19,-11,-20,-16,-20,20,-20,8
4742,-9,-14,-10,0,-15,-8,-14,-12,-14,-1,3
4743,-16,-11,-11,-12,-12,-20,-11,-9,-20,-3,9
4744,-1,-9,4,-6,-10,-9,-9,-15,1,-20,2
4745,-20,20,-20,-17,-20,-20,-20,-20,-20,-20,1
4746,-19,-20,-19,-9,-14,-10,-12,-1,-20,-2,7
4747,-20,-20,-14,-18,-20,20,-20,-20,-20,-20,5
4748,13,-20,-14,-20,-20,-20,-14,-20,-20,-20,0
4749,-20,20,-20,-16,-20,-20,-20,-20,-20,-20,1
4750,-20,-20,-20,-20,-20,-5,-20,-2,-20,-14,7
4751,-20,-18,-20,-12,12,-20,-10,-20,-20,-20,4
4752,-2,-6,-6,9,-8,-10,-3,-15,-5,-20,3
4753,-20,-17,-17,20,-20,-20,-20,-20,-20,-20,3
4754,-20,-20,1,-5,-15,-19,-20,-14,-19,-19,2
4755,-11,-20,-7,-20,2,-20,-8,-20,-20,-20,4
4756,-20,-20,-12,-18,-3,-20,-1,-20,-20,-20,6
4757,-18,-20,-20,5,-17,-20,-20,-20,-18,-20,3
4758,-20,-17,-20,-9,-19,-20,-20,-20,-20,-20,3
4759,-20,-20,-20,-20,-20,-20,-19,20,-19,-12,7
4760,-10,-16,-17,-12,-17,-7,-8,-15,12,-20,8
4761,14,-20,-20,-20,-17,-19,-2,-20,-20,-20,0
4762,-16,-15,-15,-13,-19,-19,-20,-20,-20,20,9
4763,-15,-17,-8,-15,-6,-14,2,-20,-20,-20,6
4764,-10,-14,-10,0,-6,-16,-1,-19,-16,-20,3
4765,14,-19,-17,-14,-15,-15,-9,-20,-20,-20,0
4766,-14,-16,-9,-11,8,-20,-12,-16,-19,-20,4
4767,-20,-20,-4,-20,0,-20,-11,-20,-20,-20,4
4768,-20,-20,-15,-20,-17,-20,-20,12,-20,-16,7
4769,-18,-16,-13,6,-6,-17,-18,-19,-20,-20,3
4770,-19,-10,-15,-6,-18,9,-14,-11,-16,-16,5
4771,-18,-17,-18,-19,-19,-5,-18,10,-19,-20,7
4772,-3,-9,-3,13,-7,-11,-6,-15,-9,-20,3
4773,-20,-20,-20,-20,-20,-20,-20,20,-20,-20,7
4774,-20,-12,-18,-20,-12,-12,-10,-15,20,-19,8
4775,-11,-15,1,-11,2,-17,-10,-20,-11,-20,4
4776,-10,-20,-19,-20,-6,-18,6,-20,-20,-20,6
4777,-20,-20,-3,-20,-1,-20,-3,-20,-20,-20,4
4778,-10,-13,2,-16,-9,-14,-5,-18,-20,-20,2
4779,-1,-9,-13,9,-15,-20,-6,-15,-13,-20,3
4780,-20,20,-19,-13,-20,-20,-20,-20,-20,-20,1
4781,20,-17,-11,-20,-18,-13,-11,-12,-19,-20,0
4782,-20,-20,-14,-18,-20,10,-20,-4,-20,-20,5
4783,-20,-20,-20,-20,-20,-6,-14,-1,-20,-17,7
4784,-15,-20,-4,-18,-11,-17,-5,-20,-20,-20,2
4785,-13,-16,-9,-15,-3,-17,4,-20,-20,-20,6
4786,-20,-20,-16,-20,-8,-12,0,-19,-17,-20,6
4787,-16,20,-20,-20,-20,-20,-20,-20,-20,-20,1
4788,-17,20,-19,-8,-20,-20,-20,-20,-17,-20,1
4789,-11,-20,-4,-19,9,-20,-9,-20,-15,-20,4
4790,-20,-20,-20,-20,-20,-10,-20,8,-20,-19,7
4791,-6,-18,4,-16,-6,-17,5,-18,-20,-20,6
4792,-20,-20,-20,7,-19,-20,-16,-20,-18,-13,3
4793,-20,-20,-20,-20,-20,20,-18,-20,-20,-20,5
4794,-19,-16,-12,-7,-15,13,-13,-20,-18,-7,5
4795,2,-19,-8,-20,-15,-20,-7,-20,-20,-20,0
4796,-19,-20,-10,-20,-1,-18,-17,-19,-20,-20,4
4797,-20,-20,-6,-20,-8,-20,-6,-20,-20,-20,2
4798,-20,-20,-14,-15,-11,-20,-10,-20,-14,-20,6
4799,-12,-18,-10,-20,-15,-9,-10,-12,20,-19,8
4800,-20,-20,-15,-20,-16,-19,-12,-6,-20,4,9
4801,-20,-20,-20,-20,-20,-20,-20,-20,-20,20,9
4802,-20,-20,-3,-20,-8,-20,-5,-20,-20,-20,2
4803,16,-20,-16,-14,-18,-10,-3,-20,-18,-20,0
4804,-20,-19,-15,-20,-20,-20,-16,-20,-16,16,9
4805,-20,-13,-13,-12,-14,-14,-12,-20,20,-20,8
4806,-15,-11,-20,1,-20,-20,-20,-20,-20,-20,3
4807,-20,-20,-15,-16,-20,11,-17,2,-20,-20,5
4808,-13,-11,-4,16,-20,-11,-9,-19,-13,-20,3
4809,-20,20,-20,-20,-20,-20,-20,-20,-20,-20,1
4810,-20,-20,-19,-1,4,-20,-14,-20,-20,-20,4
4811,-20,-20,-12,-20,-20,11,-20,-7,-20,-20,5
4812,14,-20,-18,-20,-13,-20,-6,-20,-8,-20,0
4813,-20,20,-20,-20,-20,-20,-20,-20,-20,-20,1
4814,-9,-17,-12,-20,-17,-20,-16,-13,20,-18,8
4815,-17,-9,-15,-1,-12,3,-4,-8,-16,0,5
4816,-20,-20,-20,-20,-19,-13,-19,-20,12,-20,8
4817,-20,-20,-10,-9,-2,-20,0,-20,-20,-20,6
4818,0,-20,-20,-18,-20,-20,-18,-20,-20,-20,0
4819,-20,-20,-16,-20,-19,-16,-13,17,-20,-15,7
4820,-13,-10,-10,-11,-13,-16,-16,-20,20,-20,8
4821,-20,-19,-15,-20,-19,-20,-20,-20,-16,20,9
4822,-10,-16,2,-10,-9,-12,-5,-20,-20,-20,2
4823,-17,-20,-9,-11,0,-20,-1,-20,-7,-20,4
4824,-20,-20,2,-20,-20,-20,-17,-20,-20,-20,2
4825,-20,-20,-16,-11,-5,-20,-16,-17,-19,-20,4
4826,-19,-20,-1,-20,-5,-20,-5,-20,-20,-20,2
4827,-17,-20,14,-19,-18,-20,-6,-20,-20,-20,2
4828,-20,-20,-14,-17,5,-15,-10,-20,-20,-20,4
4829,-20,-11,-11,-12,-16,7,-11,-11,-20,-10,5
4830,-20,-20,-15,-18,-18,-20,-17,-16,-14,20,9
4831,-20,20,-20,-16,-20,-20,-20,-20,-20,-20,1
4832,-20,-20,-20,-20,-20,-20,-20,-19,-20,20,9
4833,-20,-20,-20,-20,-20,-11,-20,20,-20,-20,7
4834,-17,-20,-10,-20,-8,-20,-5,-20,-20,-20,6
4835,-20,-20,-17,-18,-20,3,-16,3,-19,-20,5
4836,-13,-18,-19,-20,-20,-15,-20,-17,7,-20,8
4837,-20,-20,-20,20,-20,-20,-20,-19,-20,-20,3
4838,-20,-20,7,-20,-10,-15,-10,-17,-20,-20,2
4839,-20,-20,-11,-20,1,-20,-14,-20,-20,-20,4
4840,-20,-20,-20,-20,-20,20,-20,-16,-19,-20,5
4841,-14,-20,-4,-14,-17,-20,1,-20,-20,-20,6
4842,-19,-20,-20,-17,-20,-20,-17,-20,-20,-20,3
4843,-12,-12,-15,-5,-12,13,-9,-20,-19,-11,5
4844,-18,-10,-20,-14,-18,-14,-18,-20,20,-20,8
4845,5,-20,-11,-14,-18,-16,-6,-20,-20,-20,0
4846,-7,-15,1,-20,-20,-18,-7,-20,-18,-20,2
4847,-20,-20,-18,-20,-6,-20,-1,-20,-20,-20,6
4848,-15,-9,-12,-12,-13,-20,-16,-13,-20,15,9
4849,-20,-20,-1,-14,12,-19,-7,-20,-20,-20,4
4850,-20,-20,-15,-20,-20,-9,-18,3,-18,-6,7
4851,-17,-10,-17,-15,-6,-8,-9,-18,18,-20,8
4852,-20,-20,-8,-17,-4,-20,-6,-20,-19,-20,4
4853,20,-17,-17,-20,-16,-16,-11,-20,-18,-20,0
4854,-14,-12,18,-8,-13,-7,-9,-19,-20,-20,2
4855,-18,-17,-14,-20,-19,-20,-20,20,-20,-10,7
4856,-20,-20,-16,-20,-20,-11,-20,20,-20,-20,7
4857,-20,-19,-20,-18,-20,20,-20,-14,-19,-12,5
4858,-20,-20,-18,-20,-20,-20,-20,-20,-20,20,9
4859,-20,-20,-20,-20,-20,-6,-16,10,-20,-10,7
4860,-20,-20,-14,-20,-20,-6,-20,15,-20,-19,7
4861,-13,-19,-19,12,-18,-18,-12,-20,-17,-20,3
4862,-16,-14,-18,-8,-15,-16,-19,-20,20,-20,8
4863,-12,-15,-9,-17,-16,-17,-17,7,-18,-2,7
4864,-14,-12,-16,-19,-17,3,-14,-3,-15,-13,5
4865,-20,-20,-10,-20,-19,-20,-13,-20,-20,20,9
4866,-20,-20,-20,-20,-20,-18,-20,-15,-20,14,9
4867,-13,-17,-10,-17,-17,-20,-10,-12,18,-20,8
4868,-20,-20,11,-20,-9,-20,-5,-20,-20,-20,2
4869,-6,16,-15,-9,-17,-20,-12,-19,-18,-20,1
4870,13,-20,-20,-20,-19,-20,0,-20,-20,-20,0
4871,-11,-8,-11,-7,-15,-15,-11,-14,20,-20,8
4872,20,-18,-13,-14,-15,-15,-6,-20,-12,-20,0
4873,-15,-18,9,-20,-6,-20,-5,-20,-18,-20,2
4874,-17,-20,-17,-14,-15,-19,9,-20,-16,-20,6
4875,-20,-20,-20,-20,-20,-13,-18,13,-20,-20,7
4876,-20,-20,-20,-20,-20,-20,-18,-20,-17,20,9
4877,-5,-17,-4,-20,-11,-15,-4,-15,-20,-19,2
4878,-20,-20,-11,-20,-13,-20,-20,-20,-20,-20,2
4879,-19,-20,-16,-16,-17,20,-16,-20,-20,-20,5
4880,-20,-20,-19,-20,-16,-20,-20,-20,-20,-20,4
4881,-20,-18,-20,20,-20,-20,-20,-17,-20,-20,3
4882,-20,-20,-9,-20,-1,-16,-12,-20,-20,-20,4
4883,-20,20,-20,-16,-20,-20,-20,-20,-20,-20,1
4884,-17,10,-20,0,-20,-19,-19,-20,-19,-20,1
4885,-20,-20,-20,-15,-19,-16,-14,-5,-16,7,9
4886,-10,-10,-11,-2,-13,-20,-5,-14,-10,-16,3
4887,-20,-17,-20,-19,-17,20,-11,-20,-19,-20,5
4888,-20,-20,-10,-19,-15,20,-10,-19,-19,-19,5
4889,-20,-20,-10,-20,6,-20,-5,-20,-20,-20,4
4890,-20,-18,-20,-20,-16,-14,-14,-8,-2,-14,8
4891,-18,-11,-20,-13,-10,-15,-13,-20,20,-20,8
4892,-20,-18,-17,-18,-20,-20,-20,-19,-20,20,9
4893,-14,-20,-19,-18,-20,-20,-20,-20,-20,-20,0
4894,-20,-19,-20,-14,-18,16,-19,-20,-20,-20,5
4895,-19,-14,-8,-17,-5,-20,-6,-20,-17,-20,4
4896,15,-18,-20,-18,-12,-13,-12,-18,-20,-20,0
4897,17,-7,2,-7,-9,-8,2,-19,-11,-20,0
4898,-20,-20,-20,-20,-20,1,-20,-18,-16,-20,5
4899,-20,-20,-12,-17,-20,-18,-20,16,-20,-14,7
4900,-18,-19,-13,-20,-19,-20,-10,-20,20,-20,8
4901,-19,-17,-12,-11,6,-13,-11,-20,-19,-20,4
4902,-11,-20,-11,-20,-20,-20,-6,-20,16,-20,8
4903,-20,-20,-20,-9,-16,-14,-15,-20,8,-19,8
4904,-20,-20,-20,-20,-20,-20,-20,15,-20,-14,7
4905,-20,-16,-4,-19,1,-20,-7,-20,-20,-20,4
4906,-15,-14,-6,-17,-16,-18,-20,-15,-19,16,9
4907,-19,-8,-19,0,-20,-20,-20,-18,-19,-20,3
4908,-20,-20,-18,-20,-17,-8,-20,-18,-20,13,9
4909,-18,-20,-8,-13,-8,-20,-10,-20,-20,-20,2
4910,-20,-20,-16,-20,-20,-20,-20,-20,-20,20,9
4911,-20,-20,-16,-20,-20,-19,-20,20,-20,-20,7
4912,-13,-19,-14,19,-19,-20,-4,-20,-14,-20,3
4913,-17,-12,-15,-11,-12,-20,-16,-16,-16,20,9
4914,-20,-19,-20,-16,-20,-6,-19,-18,-20,16,9
4915,-6,-18,-14,13,-19,-13,-14,-20,-17,-20,3
4916,-13,-20,1,-16,-10,-18,-20,-20,-20,-20,2
4917,8,-20,-20,-12,-20,-17,-6,-20,-20,-20,0
4918,-1,-11,-5,-9,-6,-12,-3,-15,-13,-20,0
4919,-11,-8,-5,-13,-6,-15,-1,-14,0,-20,8
4920,-20,-20,-16,-20,-20,-15,-20,-1,-20,17,9
4921,-19,-19,-13,-20,-20,-20,-20,-20,-14,20,9
4922,-13,-20,-4,-6,-7,-14,0,-20,-18,-20,6
4923,13,-20,-7,-17,-8,-18,-14,-20,-14,-20,0
4924,-20,-20,-9,-5,-8,-20,-14,-17,-13,-18,3
4925,-16,-20,-9,-20,-6,-18,-6,-18,-20,-20,4
4926,-20,15,-20,-17,-20,-20,-20,-20,-20,-20,1
4927,20,-19,-13,-11,-18,-13,-2,-20,-19,-20,0
4928,-20,-20,-15,20,-20,-20,-11,-20,-20,-20,3
4929,-16,-18,-19,-13,-14,-11,-11,-18,20,-20,8
4930,-20,-20,-4,-14,3,-18,0,-20,-16,-20,4
4931,-5,-20,-18,-7,-20,-14,-16,-20,20,-20,8
4932,-9,-16,-5,-20,-3,-20,4,-20,-19,-20,6
4933,-20,-20,-11,-19,1,-20,-14,-20,-20,-20,4
4934,-8,-14,0,-11,1,-20,-11,-15,-13,-20,4
4935,-5,-18,-12,8,-4,-15,-12,-18,-14,-20,3
4936,-20,-19,-20,-15,-20,10,-15,-5,-12,-3,5
4937,-20,-20,-20,-20,-20,-20,-20,2,-20,1,7
4938,-20,-20,-20,-20,-20,-4,-20,14,-20,-20,7
4939,-20,-20,-13,-20,-20,-16,-14,-5,17,-20,8
4940,-20,-13,-13,-20,-17,20,-20,-18,-20,-20,5
4941,-18,-20,-14,-15,-1,-20,1,-20,-16,-20,6
4942,-14,-20,-11,17,-18,-20,-10,-16,-20,-20,3
4943,-19,-20,-10,-20,-20,-20,-13,-20,0,-20,8
4944,-20,20,-20,-17,-20,-20,-20,-20,-20,-20,1
4945,-9,-20,-15,-20,-15,-16,-9,-20,6,-20,8
4946,-20,-20,-8,9,-11,-14,-12,-20,-17,-19,3
4947,-10,-13,-6,-12,-16,-20,-7,-18,5,-20,8
4948,-20,-20,-20,-20,-20,-20,-20,20,-20,-18,7
4949,-20,-20,-14,-19,-12,-20,-2,-20,-20,-20,6
4950,-19,-20,-9,-20,-9,-20,-11,-20,-20,-20,2
4951,-18,-20,-6,6,-8,-20,-15,-20,-20,-20,3
4952,20,-17,-20,-20,-19,-20,-5,-20,-20,-20,0
4953,-20,-18,-17,-16,-20,-15,-15,-20,20,-20,8
4954,-20,20,-20,-16,-20,-20,-20,-20,-20,-20,1
4955,-7,-8,-3,18,-7,-10,-6,-11,-7,-19,3
4956,-20,-15,3,-12,-4,-17,-14,-14,-14,-20,2
4957,-19,-12,-13,-13,-16,-7,-11,-19,-20,16,9
4958,3,-20,-20,-20,-20,-20,-3,-20,-20,-20,0
4959,-9,-9,-10,-9,-13,-11,-12,-14,-11,16,9
4960,-20,-20,-20,-20,-20,-20,-20,-9,-20,4,9
4961,15,-20,-13,-17,-20,-20,-2,-20,-16,-20,0
4962,-20,20,-20,-18,-20,-20,-20,-20,-20,-20,1
4963,-14,-9,1,-13,-10,-18,-10,-15,20,-20,8
4964,-19,-12,-20,19,-12,-9,-19,-12,-16,-20,3
4965,-11,-20,-19,-20,-20,-20,-11,-20,-20,-20,0
4966,-12,-20,-13,-4,-20,-20,-14,-20,-20,-20,3
4967,-8,-14,-11,-13,-13,-8,-7,-20,20,-20,8
4968,-20,-20,-5,-20,-11,-20,-4,-19,-20,-20,6
4969,-20,-20,-20,-10,-19,-13,-20,-20,20,-20,8
4970,-20,-20,-20,-20,-20,20,-20,-16,-20,-20,5
4971,-13,20,-20,-13,-20,-20,-20,-20,-19,-20,1
4972,-20,-20,-17,15,-16,-20,-14,-20,-20,-18,3
4973,-4,-20,-20,-20,-20,-20,-2,-20,-20,-20,6
4974,-20,20,-20,-14,-20,-20,-20,-20,-20,-20,1
4975,-20,-16,-20,-18,-19,-20,-19,-20,-20,20,9
4976,-19,-6,-20,6,-12,-20,-12,-19,-18,-16,3
4977,-4,-16,-10,-10,-10,9,-4,-19,-4,-18,5
4978,19,-13,-7,-16,-20,-17,-8,-15,-18,-20,0
4979,-20,-20,-9,-20,13,-20,-1,-19,-20,-20,4
4980,-20,-20,-1,-20,-5,-20,-8,-18,-20,-20,2
4981,-1,-14,-5,-18,-12,-20,-7,-20,-20,-20,0
4982,-20,20,-20,-20,-20,-20,-20,-20,-20,-20,1
4983,-15,-15,-16,-20,-17,20,-14,-13,-11,-17,5
4984,-20,-9,-20,15,-20,-20,-20,-20,-20,-20,3
