Class_0,Class_1,Class_2,Class_3,Class_4,Class_5,Class_6,Class_7,Class_8,Class_9
-20,-20,3,-20,-20,-20,-20,-20,-20,-20
-20,16,-20,-20,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,-20,-20,4,-20,-20,-20
-20,20,-20,-20,-20,-20,-20,-20,-20,-20
-20,-20,-20,-1,-20,-19,-20,-20,-20,-20
-20,-20,-20,-20,-20,-7,-20,-20,-20,-20
-20,-20,-20,-20,-20,-20,-20,-16,-20,-20
-20,16,-20,-20,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,-20,-20,-20,-20,-20,-7
-20,-20,-20,-20,-19,-20,-20,2,-20,-20
-20,-20,-20,-20,-20,-20,20,-20,-20,-20
-20,-20,-20,-20,4,-20,-20,-20,-20,-13
-20,-20,-20,-20,-20,-16,-20,-20,-20,-20
-20,-20,-20,-20,-20,-20,-20,20,-20,-20
-20,-20,-20,-20,-20,-20,8,-20,-20,-20
-20,-20,-20,-20,-20,-20,-12,-20,-20,-20
-20,-20,-20,-20,-20,-20,-20,-20,-20,5
-20,-20,-20,-20,-20,-20,-20,-20,-20,0
-20,-20,-20,-20,-20,-20,-3,-20,-20,-20
-20,-20,-20,1,-20,-14,-20,-20,-20,-20
-20,-20,-20,-20,-20,-20,20,-20,-20,-20
-20,-20,18,-20,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,-20,-20,-20,-20,-20,-1
-20,-20,-20,-20,-20,-20,-20,-20,3,-20
-20,20,-20,-20,-20,-20,-20,-20,-20,-20
-20,-20,1,-18,-20,-20,-20,-20,-20,-20
-20,-20,0,-15,-20,-20,-20,-20,-15,-20
-20,-20,-20,-20,-20,8,-20,-20,-20,-20
-20,-20,-20,-20,-20,-1,-20,-20,-20,-10
-20,-20,1,-20,-20,-20,-18,-20,-20,-20
-20,-20,-20,12,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,-20,-20,-20,13,-20,-20
-20,-20,14,-20,-20,-20,-20,-20,-20,-20
-20,20,-20,-20,-20,-20,-20,-20,-20,-20
20,-20,-20,-20,-20,-19,-20,-20,-20,-20
-20,13,-20,-20,-20,-20,-20,-20,-20,-20
18,-20,-20,-20,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,-10,-20,-20,-20,-20,-20
-20,-20,-20,-20,-20,-8,-20,-20,-20,-20
-20,-20,-9,-13,-20,-20,-20,-13,-12,0
-18,-20,-20,-20,-20,-20,-20,-20,-15,-20
-20,-20,20,-20,-20,-20,-20,-20,-20,-20
-20,-18,-20,-20,-20,-20,-20,-20,-3,-20
-20,-20,-20,-5,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,-20,-4,-20,-20,-20,-20
-20,15,-20,-20,-20,-20,-20,-20,-20,-20
-20,-20,-17,-19,-20,-20,-20,12,-19,-20
-20,-20,-20,-20,-20,-20,-20,-20,-9,-20
-20,17,-20,-20,-20,-20,-20,-20,-20,-20
-20,9,-20,-20,-20,-20,-20,-20,-20,-20
-20,-20,16,-20,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,-14,-15,-20,-20,-20,-5
-20,-20,-6,-20,-18,-20,-20,-12,-20,-20
-20,-20,-20,-20,-20,-20,-12,-20,-1,-20
-20,-20,-20,-20,-12,-20,-20,-20,-20,-20
7,-20,-20,-20,-20,-20,-20,-20,-20,-20
-20,-20,-20,-12,-20,-18,-20,-20,-20,-20
16,-20,-20,-20,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,-20,-20,-20,-6,-20,-20
-20,-20,-20,-20,-15,-20,-15,-20,-7,-20
-20,-20,-20,-20,-20,-20,-20,-20,-3,-20
-20,-20,-20,-20,-9,-20,-20,-20,-20,-20
-20,-20,-20,-20,-16,-20,-20,9,-20,-20
-20,-20,-20,-20,-20,-20,-20,20,-20,-20
-20,-20,-20,-20,-20,-15,-20,-20,-6,-11
-20,-20,-20,-20,-20,6,-20,-20,-20,-20
-20,-20,-20,-18,-20,-20,-20,-20,0,-20
-20,-20,-20,-20,-18,-20,-16,-20,-20,-20
-20,-20,-20,-20,-20,-20,-20,-20,-20,7
-20,-20,-20,-20,-20,-20,-20,-20,-1,-20
-20,13,-20,-20,-20,-20,-20,-20,-20,-20
-20,-19,-20,-10,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,-20,-20,-20,-20,0,-20
20,-20,-20,-20,-20,-20,-20,-20,-20,-20
-20,-20,-20,13,-20,-20,-20,-20,-20,-20
-20,-2,-20,-20,-20,-20,-20,-20,-20,-20
-20,-19,-20,-20,-20,-20,-20,12,-20,-20
-20,-20,-20,-20,-17,-20,-20,-20,-20,-20
-20,-20,-20,-18,-20,5,-20,-20,-20,-20
-20,-20,-20,-15,-19,-12,-4,-20,-20,-20
-20,15,-20,-20,-20,-20,-20,-20,-20,-20
-20,-20,-18,-20,-20,-20,9,-20,-20,-20
-20,-20,-20,-20,-20,3,-20,-20,-20,-20
-20,-20,-20,-20,-20,-20,-20,13,-20,-20
-20,-20,-20,-20,-2,-20,-20,-20,-20,-20
-20,-20,-20,-20,-20,-20,-20,-20,-20,-12
-20,-20,-20,12,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,-20,4,-20,-20,-20,-20
-20,-20,-20,-20,9,-20,-20,-20,-20,-20
-20,-20,-20,-20,-20,-20,-20,20,-20,-20
-20,19,-20,-20,-20,-20,-20,-20,-20,-20
-20,-20,4,-20,-20,-20,-20,-20,-20,-20
15,-20,-20,-20,-20,-20,-20,-20,-20,-20
-20,-16,-20,-20,-20,-20,-20,-20,-11,-20
-20,13,-20,-20,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,-20,-20,17,-20,-20,-20
20,-20,-20,-20,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,-20,-20,-20,20,-20,-20
-20,-20,-20,0,-20,-20,-20,-20,-20,-15
-20,-20,-20,-20,-14,-20,-20,-20,-20,-15
-20,-20,-20,-20,-20,-20,-20,20,-20,-20
-20,-20,-20,-20,-20,-20,-20,-20,-14,-11
-20,-20,-20,-20,-20,-20,-20,-20,-20,5
-20,-20,-20,-20,-20,-20,20,-20,-20,-20
14,-20,-20,-20,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,-20,-14,-20,-20,-2,-20
-20,-20,-20,-20,-20,-20,20,-20,-20,-20
-20,-20,-20,-20,-7,-20,-20,-20,-20,-20
-20,-20,-20,-20,-20,-20,-20,-20,2,-20
-20,-20,-20,-20,-20,-20,-20,20,-20,-20
-20,-20,-20,-20,-11,-20,-20,3,-20,-19
-20,-20,-20,-20,-20,-20,-20,-20,-20,1
-20,-20,-20,6,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,-20,-20,-20,-20,0,-14
-18,-20,-20,-20,-20,-20,-5,-20,-20,-20
-20,-20,-20,-20,-20,-20,-20,-20,-20,-2
-20,-20,-20,-20,-20,-20,-20,20,-20,-20
-20,-18,6,-20,-20,-20,-20,-20,-20,-20
-20,-20,-20,-1,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,18,-20,-20,-20,-20,-20
15,-20,-20,-20,-20,-20,-20,-20,-20,-20
-20,-20,11,-20,-20,-20,-20,-20,-20,-20
-20,14,-20,-20,-20,-20,-20,-20,-20,-20
-5,-20,-20,-9,-20,-20,-20,-20,-20,-20
-20,-20,-20,-10,-20,-10,-20,-19,-20,-15
-20,-20,-20,-20,-20,3,-20,-20,-14,-20
-20,-20,-20,-20,-20,6,-20,-20,-20,-16
-20,-20,-20,-20,-20,-20,-20,20,-20,-20
-20,-14,-5,-20,-20,-20,-20,-20,-19,-20
-20,-20,-20,-20,1,-20,-20,-20,-20,-20
-14,-20,-20,-20,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,-20,-20,-20,20,-20,-20
-20,-20,2,-20,-17,-20,-20,-20,-20,-20
-20,-20,-20,-20,-20,-20,-20,-20,2,-20
-20,-20,-20,14,-20,-20,-20,-20,-20,-20
18,-20,-20,-20,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,-20,-16,-20,-20,-4,-18
-20,-20,-20,-20,-20,-20,-20,19,-20,-20
-19,-20,-20,-20,-20,-20,-20,-20,-1,-20
-20,-20,-20,-20,-13,-20,-14,-20,-20,-20
20,-20,-20,-20,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,-20,-20,-20,-20,-16,-20
-20,-20,-20,-20,-5,-20,-20,-15,-18,-20
-20,-20,-20,-20,-18,-20,-20,-20,-20,-9
-20,-20,-20,-20,-20,-12,-20,-20,-20,-20
-20,-20,-20,-14,-20,-20,-20,-20,-3,-20
-20,-20,-20,-20,-20,5,-20,-20,-20,-20
-20,-20,-20,-20,-20,-20,14,-20,-20,-20
-20,-20,-20,-20,-20,-20,15,-20,-20,-20
-20,-20,-8,-7,-20,-20,-20,-20,-10,-20
8,-20,-20,-20,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,-20,-20,-20,-20,-20,4
-20,-20,-20,2,-20,-20,-20,-20,-20,-20
-20,-17,-18,-20,-20,-20,-20,-20,-18,-20
-20,-20,-20,-20,-20,-6,-4,-20,-18,-20
-20,-20,-20,-20,-20,-20,-20,-20,-7,-20
-20,-20,-20,-20,-20,-20,-20,-20,-20,4
-20,-20,-20,-9,-20,-20,-20,-20,-17,-20
-20,-20,-20,-20,2,-20,-20,-20,-20,-20
-20,-20,-20,-20,-20,-20,-20,-20,-20,14
-20,-20,-20,-20,-20,-8,-20,-20,-20,-20
-20,-18,-20,-20,-20,-20,-20,-20,5,-20
-20,-20,-20,-20,-18,-20,-20,-20,-20,6
-20,11,-20,-20,-20,-20,-20,-20,-20,-20
-20,-20,9,-20,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,-20,-20,-20,-20,-1,-20
-20,-20,-20,-20,-20,-20,-20,-20,8,-20
-20,-20,-20,-20,-20,-20,-1,-20,-20,-20
-20,-20,-20,-20,-20,-20,-9,-20,-20,-20
-20,19,-20,-20,-20,-20,-20,-20,-20,-20
-20,-20,-20,1,-20,-14,-20,-20,-20,-20
-20,-20,-20,-20,-20,-20,-20,4,-20,-20
-20,-20,-20,-20,-20,-20,-20,-20,-20,-7
9,-20,-20,-20,-20,-20,-20,-20,-20,-20
-20,19,-20,-20,-20,-20,-20,-20,-20,-20
-20,20,-20,-20,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,-16,-20,-20,-20,-20,-6
-20,-20,-20,-14,-20,-20,-20,-10,-19,-20
17,-20,-20,-20,-20,-8,-20,-20,-20,-20
-20,-20,-20,-20,-20,-20,-20,-20,-17,-20
-20,13,-20,-20,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,-20,-20,-20,19,-20,-20
-20,-20,-20,-20,2,-20,-20,-20,-20,-14
-20,-20,-20,-20,-20,-1,-20,-20,-20,-20
-20,-20,-20,-20,-20,-20,-20,11,-20,-20
-20,16,-20,-20,-20,-20,-20,-20,-20,-20
-20,-20,20,-20,-20,-20,-20,-20,-20,-20
-20,17,-20,-20,-20,-20,-20,-20,-20,-20
-20,20,-20,-20,-20,-20,-20,-20,-20,-20
-20,-20,-20,-5,-20,-20,-20,-20,-20,-20
-8,-20,-11,-19,-19,-11,-15,-20,-18,-14
-20,-20,-20,-20,-20,-20,16,-20,-20,-20
-20,-20,-3,-20,-12,-20,-20,-20,-20,-20
-20,12,-20,-20,-20,-20,-20,-20,-20,-20
-20,-20,-1,-20,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,-20,-20,-16,-20,-19,-20
-15,-20,-20,-20,-20,-17,-20,-20,-8,-20
-20,-20,-17,-20,-18,-18,-20,8,-9,-18
-20,-20,-20,-20,-20,-20,-10,-20,-20,-20
-20,-20,-20,-20,-20,-20,16,-20,-20,-20
-20,-20,-20,-20,-20,-20,-20,-20,-20,8
-20,-20,-20,0,-20,-20,-20,-20,-20,-20
-20,-7,-20,-20,-20,-20,-20,-20,-20,-20
10,-20,-20,-20,-20,-20,-20,-20,-18,-20
-20,-20,-20,-20,-17,-20,-20,-20,-20,-20
-20,-20,9,-13,-20,-20,-20,-20,-20,-20
-20,-20,-20,-16,-20,-19,-20,-20,-20,-20
18,-20,-20,-20,-20,-19,-20,-20,-20,-20
-20,-20,-20,-20,-20,9,-20,-20,-20,-20
-20,-20,-20,-20,1,-20,-20,-20,-20,-13
-20,-20,-20,10,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,-20,-20,-20,-20,3,-20
-19,-20,-20,-20,-11,-20,-20,-20,-20,-20
-20,-20,-20,-20,-20,-20,20,-20,-20,-20
-20,-20,-20,-20,-20,-20,19,-20,-20,-20
-20,-20,2,-20,-20,-20,-20,-20,-20,-20
-20,-17,-20,-20,-20,-20,-20,8,-20,-20
-20,-20,-20,-20,-20,-20,-20,-20,-20,13
-20,-20,-20,-20,-20,-3,-20,-20,-20,-20
-20,13,-20,-20,-20,-20,-20,-20,-20,-20
-20,-20,-20,1,-20,-20,-20,-20,-20,-20
-20,-20,14,-20,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,2,-20,-20,-20,-20,-20
-20,-20,-20,0,-20,-19,-20,-20,-20,-20
-20,-20,-20,-20,-20,-20,20,-20,-20,-20
-20,8,-20,-20,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,-20,-20,-20,-20,-20,-10
-20,-20,-20,-20,-1,-20,-20,-20,-20,-20
-20,-20,-20,-20,11,-20,-20,-20,-20,-20
-20,-20,-20,-20,-20,-20,-20,20,-20,-20
-20,-20,-15,-20,-20,-20,3,-20,-20,-20
-20,-20,-20,-20,-20,-18,-20,-20,-19,-20
-20,-20,-20,-20,10,-20,-20,-20,-20,-19
-20,19,-20,-20,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,-20,-20,-20,-20,-20,-1
-20,-20,-20,-20,-20,-20,-20,-20,-20,6
-20,-20,18,-20,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,-20,-20,-20,4,-20,-20
-20,-20,-20,-20,-20,-20,-20,-20,-7,-20
10,-20,-20,-20,-20,-5,-20,-20,-20,-20
-20,3,-20,-20,-20,-20,-20,-20,-20,-20
-20,-20,-20,2,-20,-19,-20,-20,-20,-20
-20,-20,-20,-20,-20,-20,20,-20,-20,-20
-20,19,-20,-20,-20,-20,-20,-20,-20,-20
-20,-20,-19,3,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,-1,-20,-20,-20,-20,-20
-20,8,-20,-20,-20,-20,-20,-20,-20,-20
-20,20,-20,-20,-20,-20,-20,-20,-20,-20
-20,20,-20,-20,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,-20,5,-20,-20,-19,-20
-20,-20,-20,-20,-20,-20,6,-20,-20,-20
20,-20,-20,-20,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,-20,-20,-20,20,-20,-20
9,-20,-20,-15,-20,-19,-20,-20,-20,-20
-20,-20,-20,-20,-20,-20,-20,8,-20,-20
-20,-20,-12,-20,-20,-20,-20,-19,-20,-20
-20,-20,-20,2,-20,-20,-20,-20,-20,-20
-20,-20,-12,-13,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,-20,-16,-20,-20,-20,-20
-20,-20,-15,-20,-20,-20,-20,-19,-20,-20
-20,-20,7,-20,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,-20,-20,-20,-20,-20,7
-20,-20,-20,-20,15,-20,-20,-20,-20,-20
-20,-20,-20,-20,-20,-20,-20,-20,-20,12
-20,-20,-20,-20,-19,-20,-20,-20,-8,-20
-20,20,-20,-20,-20,-20,-20,-20,-20,-20
-17,-20,-20,-9,-20,-20,-20,-20,-20,-20
-20,-5,-20,-20,-20,-20,-20,-19,-20,-20
-20,-20,-20,-20,-20,-17,-11,-20,-19,-20
-20,19,-20,-20,-20,-20,-20,-20,-20,-20
-20,-20,-3,-16,-20,-20,-20,-20,-11,-20
-20,-20,-13,-13,-10,-15,-18,13,-11,-18
-20,-20,-20,-20,-7,-20,-20,-20,-19,-19
20,-20,-20,-20,-20,-20,-20,-20,-20,-20
20,-20,-20,-20,-20,-20,-20,-20,-20,-20
15,-20,-20,-20,-20,-20,-20,-20,-20,-20
-20,-20,-13,-17,-11,-4,-20,-20,-2,-19
-20,-20,17,-20,-20,-20,-20,-20,-20,-20
-20,-20,8,-14,-20,-17,-18,-20,-16,-20
-20,-20,-20,-20,-20,-20,-20,-20,-20,-10
-20,-19,3,-20,-20,-20,-20,-20,-20,-20
-20,-20,14,-20,-20,-20,-20,-20,-18,-20
-20,-20,-20,-20,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,-18,-20,-20,-20,-20,-17
-14,-20,-17,-12,-17,-17,-20,-12,-12,8
-20,-20,4,-18,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,-20,-20,-20,20,-20,-20
-20,-20,-20,-20,-20,-11,-20,-20,-20,-20
-20,17,-20,-20,-20,-20,-20,-20,-20,-20
-20,-20,-20,4,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,-11,-20,-20,-20,-20,-20
-20,-20,-20,-20,-20,-20,-20,-20,-20,-14
-20,-20,-20,-20,4,-20,-20,-20,-20,-19
-20,20,-20,-20,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,-20,-20,-20,-20,-18,-10
-20,-20,-20,-13,-20,-8,-20,-20,-20,-20
-20,-20,-20,-20,-20,-20,9,-20,-20,-20
-20,-20,-2,-15,-20,-20,-20,-20,-13,-20
-20,-20,-20,-20,-20,-20,-20,-20,0,-20
-20,-20,-20,13,-20,-20,-20,-20,-20,-20
-20,14,-20,-20,-20,-20,-20,-20,-20,-20
-20,-20,3,-20,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,-20,-20,-20,-20,-2,-20
-20,-20,-20,-20,-11,-20,-20,-20,-20,-20
-20,-20,-20,-20,-20,-20,-20,-20,-20,9
-20,-20,-20,-20,-20,-20,-20,-20,-20,2
-20,-20,-20,-20,-20,-20,-20,-20,-15,-20
-20,-20,-20,-20,-20,-20,-20,20,-20,-20
20,-20,-20,-20,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,-20,-20,-20,15,-20,-20
-20,-20,-20,-20,-20,-20,-20,14,-20,-20
-20,-20,-16,-20,-20,-20,-20,-20,-20,-20
-20,-20,-20,6,-20,-20,-20,-20,-20,-20
-20,-20,-12,-14,-20,-20,-20,-20,-20,-20
-20,-16,-20,-20,-1,-20,-20,-20,-20,-20
20,-20,-20,-20,-20,-16,-20,-20,-20,-20
-20,-20,-20,-3,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,-20,-20,-20,-20,-20,-17
-20,-20,-20,-20,-20,-20,-20,-20,-20,5
-20,-20,-20,-20,-20,-20,-20,-20,7,-20
-20,-20,-20,-20,16,-20,-20,-20,-20,-20
-20,20,-20,-20,-20,-20,-20,-20,-20,-20
16,-20,-20,-20,-20,-13,-16,-20,-20,-20
-20,-20,-20,-20,-20,-20,20,-20,-20,-20
20,-20,-20,-20,-20,-9,-20,-20,-20,-20
-20,-20,-20,-20,-20,-20,-20,-20,-20,-7
-20,-20,-20,-20,-20,-20,20,-20,-20,-20
-20,-20,-20,-20,-20,-20,-20,-20,-12,-20
-20,-20,-20,-20,-20,-20,20,-20,-20,-20
-20,18,-20,-20,-20,-20,-20,-20,-20,-20
-20,20,-20,-20,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,-18,-20,-20,-20,-20,-18
-20,-20,-20,-20,-20,-20,-20,-20,4,-20
-20,-20,-20,-20,-20,-20,-20,-20,-20,0
-20,-20,16,-20,-20,-20,-20,-20,-20,-20
-20,-20,-20,0,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,-20,-1,-20,-20,-19,-20
-20,-20,-20,-20,-20,4,-20,-20,-20,-20
-20,-20,-20,-20,-20,-20,-20,-20,-20,6
-20,-20,-20,-20,7,-20,-20,-20,-20,-20
-20,-20,4,-20,-20,-20,-20,-20,-20,-20
-20,18,-20,-20,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,-15,-20,-20,-20,-20,1
-20,-20,-20,-20,8,-20,-20,-20,-20,-20
-20,-20,-20,6,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,-20,-20,-20,-20,-20,7
-20,-20,-20,-20,-20,-20,12,-20,-20,-20
20,-20,-20,-20,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,10,-20,-20,-20,-20,-20
20,-20,-20,-20,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,-20,-20,20,-20,-20,-20
18,-20,-20,-20,-20,-20,-20,-20,-20,-20
-20,18,-20,-20,-20,-20,-20,-20,-20,-20
-20,-20,0,-20,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,8,-20,-20,-20,-20,-15
-20,-20,-20,-20,-20,-20,-20,20,-20,-20
-20,-20,-20,-20,-20,-19,-20,-20,4,-20
-20,-20,-20,-20,-20,-20,-20,-20,-20,-1
20,-20,-20,-20,-20,-18,-20,-20,-20,-20
-20,20,-20,-20,-20,-20,-20,-20,-20,-20
-20,-20,20,-20,-20,-20,-20,-20,-20,-20
-20,-20,-19,-20,-20,-20,-18,-20,-20,-20
-20,-20,-20,-20,8,-20,-20,-20,-20,-20
-20,-20,-20,-20,-20,-20,-20,12,-20,-20
-20,-20,-20,-20,-20,-20,-20,-20,-1,-20
-20,-20,-20,-20,-20,-20,-20,-20,-20,5
9,-20,-20,-20,-20,-10,-20,-20,-20,-20
-20,19,-20,-20,-20,-20,-20,-20,-20,-20
-20,-20,5,-20,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,-20,-20,-20,-20,-12,-20
-20,-20,-20,-20,3,-20,-20,-20,-20,-20
-20,-20,-20,-20,-20,3,-20,-20,-16,-20
-20,-20,-20,-20,-20,-20,19,-20,-20,-20
-20,-20,-20,-20,-20,-20,-20,15,-20,-20
-20,-20,-20,-20,-20,-20,-20,-20,5,-20
-20,-20,-20,-20,-20,-20,-20,-20,-20,-4
-20,-20,-20,-20,-20,-20,-20,-20,1,-20
-20,-20,-20,-8,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,4,-20,-20,-20,-20,-20
-20,-20,-20,-20,-20,-20,-20,20,-20,-20
-20,-11,-20,-20,-20,-20,-20,-20,-16,-20
-20,-20,-20,-20,-20,-20,16,-20,-20,-20
-20,-20,-20,-20,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,-20,-20,-20,-20,-20,-20
20,-20,-20,-20,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,-20,-20,-20,-20,-20,0
-20,-20,-20,-20,-20,-20,-20,20,-20,-20
-20,19,-20,-20,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,-20,-20,-20,-20,-20,4
-20,-20,-20,-6,-20,-20,-20,-20,-20,-20
-20,-15,-20,-20,-20,-20,-20,-20,-5,-20
-20,-20,-20,-20,14,-20,-20,-20,-20,-20
-20,-20,-20,-20,-20,-20,-20,20,-20,-20
-20,-20,-20,-20,-20,-19,-20,-20,-20,-20
20,-20,-20,-20,-20,-10,-20,-20,-20,-20
-20,-20,-20,-20,-20,-20,-20,-20,-20,8
-20,20,-20,-20,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,13,-20,-20,-20,-20,-20
-20,-20,-20,-20,-20,1,-20,-20,-13,-20
-20,-20,-20,-20,-1,-20,-20,-20,-20,-15
-20,-20,-20,-20,-20,-20,17,-20,-20,-20
-20,-20,-11,-20,-20,-20,-20,-20,-20,-20
20,-20,-20,-20,-20,-18,-20,-20,-20,-20
-20,-20,-20,-20,-20,-20,-3,-20,-20,-20
-20,-20,1,-20,-20,-20,-20,-20,-20,-20
-20,5,-20,-20,-20,-20,-20,-20,-20,-20
-20,1,-20,-20,-20,-20,-20,-20,-20,-20
-20,18,-20,-20,-20,-20,-20,-20,-20,-20
-20,8,-20,-20,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,-20,-20,-20,15,-20,-20
-20,-20,16,-20,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,15,-20,-20,-20,-20,-20
-20,-20,-20,-20,-20,-20,-20,8,-20,-20
-20,-20,-20,-20,-20,13,-20,-20,-15,-20
-20,-20,0,-20,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,-20,-20,-20,-20,-20,-7
-20,-20,-20,-20,12,-20,-20,-20,-20,-20
-20,-20,-20,-20,-20,7,-20,-20,-20,-20
-20,-20,-20,-20,-20,-20,-20,-20,-1,-20
-20,-20,-20,-20,9,-20,-20,-20,-20,-20
-20,-20,-5,-20,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,-20,-20,-20,-20,-20,-3
-20,-20,-20,-20,-20,-20,-20,20,-20,-20
13,-20,-20,-20,-20,-12,-20,-20,-20,-20
20,-20,-20,-20,-20,-17,-20,-20,-20,-20
-20,-20,-20,-20,-20,-20,-20,20,-20,-19
-20,-20,-20,-20,-20,0,-20,-20,-20,-20
-20,19,-20,-20,-20,-20,-20,-20,-20,-20
-20,20,-20,-20,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,-20,-20,-20,20,-20,-20
-20,-20,-20,-20,-20,-20,20,-20,-20,-20
-20,-20,-20,-20,-20,-20,16,-20,-20,-20
-20,-20,-20,-20,-20,-20,16,-20,-20,-20
-20,-20,-20,-17,-20,-20,-20,-20,-1,-20
-20,-20,19,-20,-20,-20,-20,-20,-20,-20
-20,-20,5,-20,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,-19,-20,-20,10,-20,-20
-20,-20,-20,-20,-20,-20,-20,20,-20,-16
-20,-20,-20,-20,6,-20,-20,-19,-20,-20
20,-20,-20,-20,-20,-19,-20,-20,-20,-20
-20,-20,0,-20,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,16,-20,-20,-20,-20,-20
-20,-20,0,-20,-20,-20,-20,-20,-20,-20
-20,20,-20,-20,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,-20,-7,-20,-20,0,-20
-20,-20,-20,-20,-20,-20,-20,-20,-20,7
-20,-20,-20,-20,-20,-20,20,-20,-20,-20
-20,17,-20,-20,-20,-20,-20,-20,-20,-20
20,-20,-20,-20,-20,-17,-20,-20,-20,-20
-20,-20,-20,-20,-20,2,-20,-20,-14,-20
-20,-20,-20,-20,-18,-20,-20,-20,-20,-16
-20,-20,-20,-20,-20,-20,5,-20,-20,-20
-20,-20,-20,-20,-20,-20,-20,-20,-20,3
-20,-19,-20,-16,-20,2,-20,-20,-4,-20
17,-20,-20,-20,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,-17,-20,-20,-20,-20,-20
13,-20,-20,-20,-20,-9,-20,-20,-20,-20
-20,-20,-20,-20,-20,-20,-20,-20,5,-20
-20,-20,-20,-20,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,-20,-20,-20,-20,-20,7
-17,-20,-20,-20,-20,-20,4,-20,-20,-20
-20,-20,-20,-2,-20,-20,-20,-20,-20,-20
20,-20,-20,-20,-20,-14,-20,-20,-20,-20
-20,20,-20,-20,-20,-20,-20,-20,-20,-20
-20,-20,13,-20,-20,-20,-20,-20,-20,-20
-20,-20,-20,7,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,5,-20,-20,-20,-20,-20
-20,-20,-20,-20,-20,0,-20,-20,-20,-20
-19,-20,-20,-19,-20,-18,10,-20,-18,-20
-20,-20,-20,-20,-20,-20,-20,20,-20,-20
6,-20,-20,-20,-20,-7,-20,-20,-20,-20
-20,18,-20,-20,-20,-20,-20,-20,-20,-20
-16,-19,4,-11,-16,-16,-20,-20,-8,-20
-18,-20,-20,5,-15,-16,-20,-20,-18,-16
-20,-20,-20,-20,-15,-20,-20,-20,-20,-13
